cve_id,cvss_score,confidentialityImpact,integrityImpact,availabilityImpact,epss,percentile,CISA KEV,Known Ransomware Campaign Use
CVE-2020-0601,8.1,HIGH,HIGH,NONE,0.96836,0.99726,yes,Unknown
CVE-2020-0636,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-0671,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-0688,8.8,HIGH,HIGH,HIGH,0.97104,0.99815,yes,Known
CVE-2020-0758,7.5,HIGH,HIGH,HIGH,0.00123,0.47262,no,
CVE-2020-0884,3.7,LOW,NONE,NONE,0.00166,0.53779,no,
CVE-2020-0898,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-0938,7.8,HIGH,HIGH,HIGH,0.95411,0.99412,yes,Unknown
CVE-2020-0955,5.5,HIGH,NONE,NONE,0.00043,0.09867,no,
CVE-2020-0981,8.8,HIGH,HIGH,HIGH,0.00046,0.17594,no,
CVE-2020-10189,9.8,HIGH,HIGH,HIGH,0.97218,0.9986,yes,Unknown
CVE-2020-1020,8.8,HIGH,HIGH,HIGH,0.9494,0.9933,yes,Unknown
CVE-2020-1025,9.8,HIGH,HIGH,HIGH,0.00449,0.75395,no,
CVE-2020-10257,9.8,HIGH,HIGH,HIGH,0.10111,0.95015,no,
CVE-2020-1027,7.8,HIGH,HIGH,HIGH,0.00072,0.31978,yes,Unknown
CVE-2020-10602,5.3,NONE,NONE,HIGH,0.00128,0.48254,no,
CVE-2020-10603,8.8,HIGH,HIGH,HIGH,0.00272,0.68354,no,
CVE-2020-1068,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-10751,6.1,HIGH,LOW,NONE,0.0005,0.20158,no,
CVE-2020-10817,8.8,HIGH,HIGH,HIGH,0.00097,0.41035,no,
CVE-2020-11010,8.8,HIGH,HIGH,HIGH,0.00104,0.43193,no,
CVE-2020-11013,5.0,LOW,NONE,NONE,0.00053,0.22047,no,
CVE-2020-11019,6.5,NONE,NONE,HIGH,0.00066,0.29622,no,
CVE-2020-11021,7.5,HIGH,NONE,NONE,0.00156,0.52517,no,
CVE-2020-11023,6.1,LOW,LOW,NONE,0.02302,0.89865,no,
CVE-2020-11030,5.4,LOW,LOW,NONE,0.00077,0.33645,no,
CVE-2020-11035,9.3,HIGH,LOW,NONE,0.00264,0.66557,no,
CVE-2020-11036,5.4,LOW,LOW,NONE,0.00067,0.30039,no,
CVE-2020-11039,6.8,LOW,HIGH,LOW,0.00176,0.55251,no,
CVE-2020-11044,2.2,NONE,NONE,LOW,0.00285,0.69093,no,
CVE-2020-11045,3.3,LOW,NONE,LOW,0.00377,0.73129,no,
CVE-2020-11050,8.1,HIGH,HIGH,HIGH,0.0015,0.51746,no,
CVE-2020-11054,3.5,LOW,NONE,NONE,0.00088,0.38358,no,
CVE-2020-11055,5.4,LOW,LOW,NONE,0.00079,0.3485,no,
CVE-2020-11059,7.5,HIGH,NONE,NONE,0.00168,0.54246,no,
CVE-2020-11068,8.8,HIGH,HIGH,HIGH,0.00148,0.51404,no,
CVE-2020-11073,7.8,HIGH,HIGH,HIGH,0.00115,0.45617,no,
CVE-2020-11078,6.8,NONE,HIGH,NONE,0.00474,0.76008,no,
CVE-2020-11082,6.1,LOW,LOW,NONE,0.00888,0.82834,no,
CVE-2020-11083,4.8,LOW,LOW,NONE,0.0039,0.73608,no,
CVE-2020-11087,5.4,LOW,NONE,LOW,0.0028,0.68807,no,
CVE-2020-1109,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-11090,7.5,NONE,NONE,HIGH,0.00171,0.54573,no,
CVE-2020-1111,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-1141,5.5,HIGH,NONE,NONE,0.00043,0.09867,no,
CVE-2020-11608,4.3,NONE,NONE,HIGH,0.00046,0.17615,no,
CVE-2020-1163,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-11651,9.8,HIGH,HIGH,HIGH,0.97477,0.99975,yes,Unknown
CVE-2020-11652,6.5,HIGH,NONE,NONE,0.97254,0.99872,yes,Unknown
CVE-2020-11668,7.1,NONE,HIGH,HIGH,0.00045,0.14666,no,
CVE-2020-11738,7.5,HIGH,NONE,NONE,0.97461,0.99965,yes,Unknown
CVE-2020-11884,7.0,HIGH,HIGH,HIGH,0.00045,0.14666,no,
CVE-2020-11896,10.0,HIGH,HIGH,HIGH,0.05387,0.93223,no,
CVE-2020-11897,10.0,HIGH,HIGH,HIGH,0.01407,0.86645,no,
CVE-2020-1190,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-11901,9.0,HIGH,HIGH,HIGH,0.02826,0.90829,no,
CVE-2020-11957,7.5,HIGH,HIGH,HIGH,0.00054,0.22311,no,
CVE-2020-12000,7.5,HIGH,NONE,NONE,0.05095,0.93035,no,
CVE-2020-12008,7.5,HIGH,NONE,NONE,0.00162,0.53359,no,
CVE-2020-12014,7.5,HIGH,NONE,NONE,0.01,0.83854,no,
CVE-2020-12024,6.1,HIGH,HIGH,NONE,0.00067,0.30155,no,
CVE-2020-12029,7.8,HIGH,HIGH,HIGH,0.04499,0.92589,no,
CVE-2020-12038,5.5,NONE,NONE,HIGH,0.0005,0.20386,no,
CVE-2020-1206,7.5,HIGH,NONE,NONE,0.79044,0.98312,no,
CVE-2020-12464,6.7,HIGH,HIGH,HIGH,0.00105,0.43646,no,
CVE-2020-12652,4.1,NONE,NONE,HIGH,0.00042,0.05034,no,
CVE-2020-12653,7.8,HIGH,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-12655,5.5,NONE,NONE,HIGH,0.00046,0.17615,no,
CVE-2020-12659,6.7,HIGH,HIGH,HIGH,0.00072,0.31964,no,
CVE-2020-12769,5.5,NONE,NONE,HIGH,0.00042,0.05087,no,
CVE-2020-12888,5.3,NONE,NONE,HIGH,0.00047,0.17767,no,
CVE-2020-13125,6.5,LOW,LOW,NONE,0.00081,0.35303,no,
CVE-2020-13126,9.9,HIGH,HIGH,HIGH,0.0024,0.62505,no,
CVE-2020-1347,7.8,HIGH,HIGH,HIGH,0.00043,0.09867,no,
CVE-2020-1350,10.0,HIGH,HIGH,HIGH,0.94441,0.99255,yes,Unknown
CVE-2020-14059,6.5,NONE,NONE,HIGH,0.00278,0.68698,no,
CVE-2020-1425,7.8,HIGH,HIGH,HIGH,0.00882,0.82757,no,
CVE-2020-14508,9.8,HIGH,HIGH,HIGH,0.0031,0.70357,no,
CVE-2020-14510,9.8,HIGH,HIGH,HIGH,0.00392,0.7365,no,
CVE-2020-1456,5.4,LOW,LOW,NONE,0.00098,0.41282,no,
CVE-2020-1471,7.3,HIGH,LOW,NONE,0.00043,0.09867,no,
CVE-2020-1495,8.8,HIGH,HIGH,HIGH,0.04069,0.92274,no,
CVE-2020-15093,8.6,NONE,HIGH,NONE,0.00124,0.47571,no,
CVE-2020-15094,8.8,HIGH,HIGH,HIGH,0.00712,0.80752,no,
CVE-2020-15095,4.4,HIGH,NONE,NONE,0.00047,0.17824,no,
CVE-2020-15096,6.8,NONE,HIGH,NONE,0.00054,0.23396,no,
CVE-2020-15100,3.3,NONE,NONE,LOW,0.00044,0.13063,no,
CVE-2020-15105,5.4,HIGH,LOW,NONE,0.001,0.41776,no,
CVE-2020-15109,5.3,NONE,LOW,NONE,0.0009,0.3903,no,
CVE-2020-15118,5.4,LOW,LOW,NONE,0.00108,0.44278,no,
CVE-2020-15132,5.3,LOW,NONE,NONE,0.00126,0.47841,no,
CVE-2020-15137,5.9,HIGH,NONE,HIGH,0.00047,0.17839,no,
CVE-2020-15140,9.6,HIGH,HIGH,NONE,0.00063,0.27625,no,
CVE-2020-15143,8.8,HIGH,HIGH,HIGH,0.0031,0.70381,no,
CVE-2020-15147,8.5,HIGH,HIGH,HIGH,0.0113,0.84881,no,
CVE-2020-15162,5.4,LOW,LOW,NONE,0.00062,0.2704,no,
CVE-2020-15170,7.0,LOW,HIGH,LOW,0.00137,0.49744,no,
CVE-2020-15179,9.0,HIGH,HIGH,HIGH,0.00104,0.43193,no,
CVE-2020-15182,9.6,HIGH,HIGH,HIGH,0.01883,0.88645,no,
CVE-2020-15183,4.8,LOW,LOW,NONE,0.00145,0.50965,no,
CVE-2020-15188,9.8,HIGH,HIGH,HIGH,0.09318,0.94782,no,
CVE-2020-15189,7.2,HIGH,HIGH,HIGH,0.03139,0.91238,no,
CVE-2020-15199,5.9,NONE,NONE,HIGH,0.00218,0.60121,no,
CVE-2020-15208,9.8,HIGH,HIGH,HIGH,0.00166,0.53868,no,
CVE-2020-15211,4.8,LOW,LOW,NONE,0.00177,0.55327,no,
CVE-2020-15233,4.8,LOW,LOW,NONE,0.0005,0.20017,no,
CVE-2020-15393,5.5,NONE,NONE,HIGH,0.00045,0.14666,no,
CVE-2020-1569,7.8,HIGH,HIGH,HIGH,0.0043,0.74778,no,
CVE-2020-16198,6.3,LOW,LOW,LOW,0.00056,0.23981,no,
CVE-2020-16200,6.5,NONE,NONE,HIGH,0.00056,0.23981,no,
CVE-2020-16211,5.5,HIGH,NONE,NONE,0.00121,0.46971,no,
CVE-2020-1631,9.8,HIGH,HIGH,HIGH,0.00529,0.77319,yes,Unknown
CVE-2020-16874,7.8,HIGH,HIGH,HIGH,0.01254,0.85763,no,
CVE-2020-2883,9.8,HIGH,HIGH,HIGH,0.97425,0.99948,no,
CVE-2020-3120,6.5,NONE,NONE,HIGH,0.00066,0.29639,no,
CVE-2020-3121,6.1,LOW,LOW,NONE,0.00151,0.51855,no,
CVE-2020-3126,3.5,NONE,LOW,NONE,0.00071,0.31313,no,
CVE-2020-3133,7.5,NONE,HIGH,NONE,0.0014,0.50281,no,
CVE-2020-3134,6.5,NONE,LOW,LOW,0.0015,0.51764,no,
CVE-2020-3137,6.1,LOW,LOW,NONE,0.00151,0.51855,no,
CVE-2020-3177,7.5,HIGH,NONE,NONE,0.00503,0.76702,no,
CVE-2020-3198,9.8,HIGH,HIGH,HIGH,0.0033,0.71376,no,
CVE-2020-3216,6.8,HIGH,HIGH,HIGH,0.00068,0.30247,no,
CVE-2020-3233,5.4,LOW,LOW,NONE,0.00066,0.29771,no,
CVE-2020-3237,6.3,HIGH,HIGH,LOW,0.00042,0.05034,no,
CVE-2020-3240,7.3,HIGH,HIGH,HIGH,0.10053,0.95,no,
CVE-2020-3244,5.3,NONE,LOW,NONE,0.00129,0.48359,no,
CVE-2020-3253,6.7,HIGH,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-3292,7.2,HIGH,HIGH,HIGH,0.00168,0.54052,no,
CVE-2020-3306,7.5,NONE,NONE,HIGH,0.00159,0.52995,no,
CVE-2020-3309,7.2,HIGH,HIGH,HIGH,0.00246,0.65127,no,
CVE-2020-3312,7.5,HIGH,NONE,NONE,0.00336,0.7164,no,
CVE-2020-3322,3.3,NONE,NONE,LOW,0.00055,0.23458,no,
CVE-2020-3349,4.8,LOW,LOW,NONE,0.00066,0.29771,no,
CVE-2020-3356,6.1,LOW,LOW,NONE,0.00151,0.51855,no,
CVE-2020-3375,9.8,HIGH,HIGH,HIGH,0.0086,0.82553,no,
CVE-2020-3379,7.8,HIGH,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-3387,8.8,HIGH,HIGH,HIGH,0.00331,0.71441,no,
CVE-2020-3397,8.6,NONE,NONE,HIGH,0.0016,0.5311,no,
CVE-2020-3403,7.8,HIGH,HIGH,HIGH,0.00042,0.05144,no,
CVE-2020-3407,8.6,NONE,NONE,HIGH,0.00096,0.40756,no,
CVE-2020-3409,7.4,NONE,NONE,HIGH,0.00056,0.23933,no,
CVE-2020-3416,6.7,HIGH,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-3440,6.5,NONE,HIGH,NONE,0.00141,0.5048,no,
CVE-2020-3460,6.1,LOW,LOW,NONE,0.00151,0.51855,no,
CVE-2020-3476,6.0,NONE,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-3477,5.5,HIGH,NONE,NONE,0.00042,0.05034,no,
CVE-2020-3510,8.6,NONE,NONE,HIGH,0.0016,0.5311,no,
CVE-2020-3513,6.7,HIGH,HIGH,HIGH,0.00042,0.05034,no,
CVE-2020-4068,9.8,HIGH,HIGH,HIGH,0.004,0.7389,no,
CVE-2020-4100,4.4,NONE,HIGH,NONE,0.00044,0.13063,no,
CVE-2020-4408,4.6,HIGH,NONE,NONE,0.00051,0.20659,no,
CVE-2020-5210,7.8,HIGH,HIGH,HIGH,0.00224,0.61149,no,
CVE-2020-5217,5.8,NONE,LOW,NONE,0.00146,0.51193,no,
CVE-2020-5220,5.3,LOW,NONE,NONE,0.00071,0.31474,no,
CVE-2020-5225,5.4,LOW,LOW,NONE,0.00054,0.23396,no,
CVE-2020-5231,6.5,NONE,HIGH,NONE,0.00058,0.25409,no,
CVE-2020-5241,5.4,LOW,LOW,NONE,0.00058,0.25409,no,
CVE-2020-5250,6.3,HIGH,LOW,NONE,0.00063,0.27625,no,
CVE-2020-5252,4.1,NONE,HIGH,NONE,0.0008,0.34966,no,
CVE-2020-5253,9.8,HIGH,HIGH,HIGH,0.00235,0.62114,no,
CVE-2020-5254,8.1,HIGH,HIGH,HIGH,0.00222,0.60952,no,
CVE-2020-5261,6.8,HIGH,HIGH,NONE,0.001,0.41776,no,
CVE-2020-5264,6.1,LOW,LOW,NONE,0.00066,0.29898,no,
CVE-2020-5266,5.4,LOW,LOW,NONE,0.0005,0.20017,no,
CVE-2020-5267,4.8,LOW,LOW,NONE,0.00121,0.47038,no,
CVE-2020-5269,6.1,LOW,LOW,NONE,0.00066,0.29898,no,
CVE-2020-5270,6.1,LOW,LOW,NONE,0.00066,0.29898,no,
CVE-2020-5271,6.1,LOW,LOW,NONE,0.00066,0.29898,no,
CVE-2020-5279,6.5,LOW,LOW,NONE,0.00071,0.31474,no,
CVE-2020-5281,7.5,HIGH,NONE,NONE,0.00156,0.52517,no,
CVE-2020-5283,3.5,LOW,LOW,NONE,0.00127,0.48012,no,
CVE-2020-5284,4.3,LOW,NONE,NONE,0.00213,0.59715,no,
CVE-2020-5290,6.5,NONE,HIGH,NONE,0.00135,0.4948,no,
CVE-2020-5295,4.9,HIGH,NONE,NONE,0.12949,0.95585,no,
CVE-2020-5297,2.7,NONE,LOW,NONE,0.00176,0.55221,no,
CVE-2020-5300,5.3,HIGH,NONE,NONE,0.00099,0.41716,no,
CVE-2020-5326,5.3,NONE,HIGH,NONE,0.00058,0.2559,no,
CVE-2020-5328,9.8,HIGH,HIGH,HIGH,0.00222,0.60952,no,
CVE-2020-5331,5.5,HIGH,NONE,NONE,0.00042,0.05034,no,
CVE-2020-5332,7.2,HIGH,HIGH,HIGH,0.00238,0.62356,no,
CVE-2020-5336,6.1,LOW,LOW,NONE,0.00083,0.36131,no,
CVE-2020-5339,4.8,LOW,LOW,NONE,0.00054,0.23396,no,
CVE-2020-5340,4.8,LOW,LOW,NONE,0.00054,0.23396,no,
CVE-2020-5345,5.4,NONE,LOW,LOW,0.00072,0.31961,no,
CVE-2020-5350,7.2,HIGH,HIGH,HIGH,0.00179,0.55563,no,
CVE-2020-5358,7.8,HIGH,HIGH,HIGH,0.00044,0.13063,no,
CVE-2020-5362,4.4,NONE,HIGH,NONE,0.00044,0.13063,no,
CVE-2020-5364,7.5,HIGH,NONE,NONE,0.00168,0.54246,no,
CVE-2020-5365,7.5,HIGH,NONE,NONE,0.00168,0.54246,no,
CVE-2020-5366,6.5,HIGH,NONE,NONE,0.0016,0.53204,no,
CVE-2020-5369,8.8,HIGH,HIGH,HIGH,0.00096,0.40845,no,
CVE-2020-5371,8.8,HIGH,HIGH,HIGH,0.00096,0.40845,no,
CVE-2020-5373,7.5,HIGH,NONE,NONE,0.00279,0.6872,no,
CVE-2020-5374,7.5,HIGH,NONE,NONE,0.00267,0.6806,no,
CVE-2020-5376,6.8,HIGH,HIGH,HIGH,0.00081,0.35336,no,
CVE-2020-5378,6.8,HIGH,HIGH,HIGH,0.00081,0.35336,no,
CVE-2020-5379,6.8,HIGH,HIGH,HIGH,0.00081,0.35336,no,
CVE-2020-5386,7.5,HIGH,NONE,NONE,0.00279,0.6872,no,
CVE-2020-5539,6.5,LOW,LOW,NONE,0.00166,0.53774,no,
CVE-2020-5902,9.8,HIGH,HIGH,HIGH,0.97542,0.99997,yes,Known
CVE-2020-6418,8.8,HIGH,HIGH,HIGH,0.97056,0.99797,yes,Unknown
CVE-2020-6808,6.5,NONE,HIGH,NONE,0.00081,0.35348,no,
CVE-2020-6819,8.1,HIGH,HIGH,HIGH,0.03374,0.91536,yes,Unknown
CVE-2020-6820,8.1,HIGH,HIGH,HIGH,0.00891,0.82872,yes,Unknown
CVE-2020-6960,9.8,HIGH,HIGH,HIGH,0.00132,0.48969,no,
CVE-2020-6964,8.6,NONE,HIGH,NONE,0.00108,0.44205,no,
CVE-2020-6974,9.8,HIGH,HIGH,HIGH,0.0037,0.72912,no,
CVE-2020-6986,7.5,NONE,NONE,HIGH,0.001,0.41748,no,
CVE-2020-6993,7.5,HIGH,NONE,NONE,0.00162,0.53359,no,
CVE-2020-7004,8.8,HIGH,HIGH,HIGH,0.00044,0.1084,no,
CVE-2020-7456,6.8,HIGH,HIGH,HIGH,0.00099,0.41718,no,
CVE-2020-8467,8.8,HIGH,HIGH,HIGH,0.02721,0.90665,yes,Unknown
CVE-2020-8468,8.8,HIGH,HIGH,HIGH,0.00452,0.75486,yes,Unknown
CVE-2020-8648,7.1,HIGH,NONE,HIGH,0.00076,0.33318,no,
CVE-2020-8649,5.9,HIGH,NONE,HIGH,0.00058,0.25476,no,
CVE-2020-8835,7.8,HIGH,HIGH,HIGH,0.00085,0.36814,no,
CVE-2020-9380,9.8,HIGH,HIGH,HIGH,0.0053,0.77343,no,
CVE-2020-9459,5.4,LOW,LOW,NONE,0.00093,0.40169,no,
CVE-2020-9804,4.6,NONE,NONE,HIGH,0.00056,0.23933,no,
CVE-2020-9818,8.8,HIGH,HIGH,HIGH,0.03937,0.92147,yes,Unknown
CVE-2020-9819,4.3,NONE,NONE,LOW,0.00585,0.78418,yes,Unknown
CVE-2011-0096,4.3,NONE,PARTIAL,NONE,0.9705,0.99795,no,
CVE-2011-1249,7.2,COMPLETE,COMPLETE,COMPLETE,0.00043,0.10247,no,
CVE-2011-1331,9.3,COMPLETE,COMPLETE,COMPLETE,0.0436,0.92481,no,
CVE-2011-1752,5.0,NONE,NONE,PARTIAL,0.00719,0.80865,no,
CVE-2011-2005,7.8,HIGH,HIGH,HIGH,0.04978,0.92941,yes,Unknown
CVE-2011-2900,7.5,PARTIAL,PARTIAL,PARTIAL,0.46987,0.97492,no,
CVE-2011-3056,6.8,PARTIAL,PARTIAL,PARTIAL,0.00704,0.80604,no,
CVE-2011-3172,9.8,HIGH,HIGH,HIGH,0.00228,0.61429,no,
CVE-2011-3192,7.8,NONE,NONE,COMPLETE,0.96027,0.99518,no,
CVE-2011-3402,9.3,COMPLETE,COMPLETE,COMPLETE,0.96754,0.99701,no,
CVE-2011-3544,9.8,HIGH,HIGH,HIGH,0.95641,0.99456,yes,Unknown
CVE-2011-4106,6.8,PARTIAL,PARTIAL,PARTIAL,0.07728,0.9427,no,
CVE-2011-4862,10.0,COMPLETE,COMPLETE,COMPLETE,0.96787,0.99711,no,
CVE-2010-0028,9.3,COMPLETE,COMPLETE,COMPLETE,0.93723,0.99165,no,
CVE-2010-0232,7.8,HIGH,HIGH,HIGH,0.00993,0.83806,yes,Unknown
CVE-2010-0480,9.3,COMPLETE,COMPLETE,COMPLETE,0.96645,0.99669,no,
CVE-2010-0817,4.3,NONE,PARTIAL,NONE,0.84547,0.98547,no,
CVE-2010-0840,9.8,HIGH,HIGH,HIGH,0.94769,0.99303,yes,Unknown
CVE-2010-0842,7.5,PARTIAL,PARTIAL,PARTIAL,0.96978,0.99771,no,
CVE-2010-1165,9.0,COMPLETE,COMPLETE,COMPLETE,0.02399,0.90065,no,
CVE-2010-1297,7.8,HIGH,HIGH,HIGH,0.86429,0.98636,yes,Unknown
CVE-2010-1423,9.3,COMPLETE,COMPLETE,COMPLETE,0.9307,0.99098,no,
CVE-2010-1424,9.3,COMPLETE,COMPLETE,COMPLETE,0.02193,0.89593,no,
CVE-2010-1592,6.9,COMPLETE,COMPLETE,COMPLETE,0.00042,0.05034,no,
CVE-2010-1885,9.3,COMPLETE,COMPLETE,COMPLETE,0.97407,0.99939,no,
CVE-2010-2152,9.3,COMPLETE,COMPLETE,COMPLETE,0.0754,0.94218,no,
CVE-2010-2568,7.8,HIGH,HIGH,HIGH,0.97006,0.99779,yes,Unknown
CVE-2010-2729,9.3,COMPLETE,COMPLETE,COMPLETE,0.9708,0.99806,no,
CVE-2010-2743,7.2,COMPLETE,COMPLETE,COMPLETE,0.00044,0.13072,no,
CVE-2010-2772,7.8,HIGH,HIGH,HIGH,0.00092,0.40017,no,
CVE-2010-2862,9.3,COMPLETE,COMPLETE,COMPLETE,0.90965,0.98909,no,
CVE-2010-2884,9.3,COMPLETE,COMPLETE,COMPLETE,0.8366,0.98515,no,
CVE-2010-3081,7.8,HIGH,HIGH,HIGH,0.00042,0.05069,no,
CVE-2010-3333,7.8,HIGH,HIGH,HIGH,0.97298,0.99892,yes,Unknown
CVE-2010-3338,7.2,COMPLETE,COMPLETE,COMPLETE,0.00228,0.61447,no,
CVE-2010-3653,9.3,COMPLETE,COMPLETE,COMPLETE,0.89799,0.98833,no,
CVE-2010-3765,9.3,COMPLETE,COMPLETE,COMPLETE,0.96951,0.99761,no,
CVE-2010-3888,7.2,COMPLETE,COMPLETE,COMPLETE,0.00979,0.83676,no,
CVE-2010-3915,9.3,COMPLETE,COMPLETE,COMPLETE,0.0837,0.94484,no,
CVE-2010-3916,9.3,COMPLETE,COMPLETE,COMPLETE,0.0837,0.94484,no,
CVE-2010-3971,9.3,COMPLETE,COMPLETE,COMPLETE,0.97113,0.99821,no,
CVE-2010-4398,7.8,HIGH,HIGH,HIGH,0.01568,0.87425,yes,Unknown
CVE-2010-5290,10.0,COMPLETE,COMPLETE,COMPLETE,0.00585,0.78408,no,
CVE-2010-5326,10.0,HIGH,HIGH,HIGH,0.16132,0.96055,yes,Unknown
CVE-2009-0238,9.3,COMPLETE,COMPLETE,COMPLETE,0.5484,0.97695,no,
CVE-2009-0556,9.3,COMPLETE,COMPLETE,COMPLETE,0.93526,0.99143,no,
CVE-2009-0824,4.9,NONE,NONE,COMPLETE,0.00055,0.23556,no,
CVE-2009-0927,9.3,COMPLETE,COMPLETE,COMPLETE,0.97463,0.99966,yes,Unknown
CVE-2009-1136,9.3,COMPLETE,COMPLETE,COMPLETE,0.96634,0.99665,no,
CVE-2009-1151,9.8,HIGH,HIGH,HIGH,0.88938,0.98779,yes,Unknown
CVE-2009-1308,4.3,NONE,PARTIAL,NONE,0.00393,0.73664,no,
CVE-2009-1612,9.3,COMPLETE,COMPLETE,COMPLETE,0.93033,0.99094,no,
CVE-2009-1671,9.3,COMPLETE,COMPLETE,COMPLETE,0.02271,0.89793,no,
CVE-2009-1800,7.5,PARTIAL,PARTIAL,PARTIAL,0.15288,0.9594,no,
CVE-2009-1807,9.3,COMPLETE,COMPLETE,COMPLETE,0.06321,0.93724,no,
CVE-2009-1862,7.8,HIGH,HIGH,HIGH,0.55885,0.97718,yes,Unknown
